id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TMEM52B	6	0.0019096	0.009559	0.990781	180	4	-0.40753	0.58465	0.73345	0.998232	15486	2	-0.40753
CHST8	6	0.20355	0.3958	0.997916	8305	2	0.0081105	0.58474	0.73351	0.998232	15487	2	0.0081105
NonTargetingControlGuideForHuman_0222	2	0.30028	0.34009	0.997916	10599	1	-0.16761	0.58478	0.58509	0.998232	15488	1	-0.16761
PREX2	6	0.29243	0.49983	0.997916	10415	3	-0.16149	0.58491	0.73363	0.998232	15489	2	-0.16149
INS-IGF2	4	0.23216	0.37737	0.997916	9009	1	-0.028704	0.58498	0.66829	0.998232	15490	1	-0.028704
ZNFX1	6	0.096342	0.24036	0.997916	5009	2	0.090032	0.58501	0.7337	0.998232	15491	2	0.090032
RBM4	3	0.49836	0.54988	0.997916	14214	1	0.0014049	0.58502	0.61127	0.998232	15492	1	0.0014049
PODXL	6	0.083606	0.21497	0.997916	4483	3	-0.24945	0.58503	0.73371	0.998232	15493	2	-0.24945
THAP5	5	0.061995	0.16864	0.997916	3574	2	-0.078795	0.58515	0.72322	0.998232	15494	1	-0.078795
CSGALNACT2	6	0.57339	0.72353	0.997916	15344	2	0.064575	0.58529	0.7339	0.998232	15495	2	0.064575
PPAN	6	0.016551	0.06087	0.990781	1253	4	-0.39005	0.58532	0.73392	0.998232	15496	1	-0.39005
CD5	6	0.015912	0.058811	0.990781	1210	3	-0.086169	0.5854	0.73398	0.998232	15497	2	-0.086169
ARID2	6	0.11515	0.27647	0.997916	5793	3	-0.2637	0.58541	0.73399	0.998232	15498	2	-0.2637
N4BP2	6	0.43548	0.63198	0.997916	13284	2	0.0060717	0.58551	0.73406	0.998232	15499	2	0.0060717
ZNF169	6	0.68859	0.80811	0.997916	17151	2	-0.12426	0.58558	0.73411	0.998232	15500	1	-0.12426
SNAPC1	6	0.23173	0.42909	0.997916	9000	3	-0.040767	0.58564	0.73414	0.998232	15501	2	-0.040767
CELF3	6	0.098615	0.24474	0.997916	5104	4	-0.4301	0.58579	0.73424	0.998232	15502	2	-0.4301
ZBTB46	6	0.41421	0.61861	0.997916	12962	2	-0.012703	0.58588	0.73431	0.998232	15503	2	-0.012703
MTX3	6	0.16735	0.35194	0.997916	7367	3	-0.2065	0.58593	0.73434	0.998232	15504	1	-0.2065
LEMD1	6	0.030665	0.10204	0.995548	2124	4	-0.33289	0.58596	0.73436	0.998232	15505	1	-0.33289
LRRC28	6	0.020547	0.073829	0.991969	1550	4	-0.5179	0.58618	0.73452	0.998232	15506	1	-0.5179
NonTargetingControlGuideForHuman_0333	2	0.13024	0.21608	0.997916	6359	1	-0.15848	0.58627	0.58655	0.998232	15507	1	-0.15848
ZNF251	6	0.34124	0.55503	0.997916	11590	3	-0.10161	0.58629	0.7346	0.998232	15508	2	-0.10161
MED27	6	0.12612	0.29705	0.997916	6187	4	-0.32282	0.58632	0.73462	0.998232	15509	1	-0.32282
LMLN	5	0.13381	0.28025	0.997916	6458	1	-0.094649	0.58644	0.72438	0.998232	15510	2	-0.094649
NonTargetingControlGuideForHuman_0776	2	0.10468	0.17724	0.997916	5364	1	-0.18747	0.58646	0.58675	0.998232	15511	1	-0.18747
TRIM36	6	0.054497	0.15487	0.997916	3254	4	-0.38737	0.58651	0.73474	0.998232	15512	2	-0.38737
CDK5RAP2	6	0.073142	0.19387	0.997916	4061	3	-0.15677	0.58652	0.73475	0.998232	15513	2	-0.15677
hsa-mir-3687	4	0.018877	0.059352	0.990781	1421	3	-2.1831	0.58658	0.66906	0.998232	15514	1	-2.1831
NonTargetingControlGuideForHuman_0980	2	0.026584	0.048776	0.990781	1905	1	-0.37695	0.58659	0.58687	0.998232	15515	1	-0.37695
A4GALT	6	0.88027	0.89239	0.99876	19297	1	0.040559	0.58659	0.7348	0.998232	15516	2	0.040559
GPRASP2	6	0.26624	0.46964	0.997916	9805	2	-0.074502	0.58667	0.73484	0.998232	15517	2	-0.074502
MKNK1	6	0.19519	0.38568	0.997916	8095	2	-0.11596	0.58669	0.73486	0.998232	15518	2	-0.11596
GFOD1	6	0.78784	0.84812	0.99876	18180	1	-0.037006	0.58681	0.73494	0.998232	15519	2	-0.037006
CBS	6	0.21397	0.40815	0.997916	8571	3	-0.12527	0.58682	0.73495	0.998232	15520	2	-0.12527
CRTAC1	6	0.089954	0.2277	0.997916	4750	4	-0.37914	0.58684	0.73496	0.998232	15521	2	-0.37914
TMEM158	6	0.23413	0.43187	0.997916	9053	1	0.19193	0.58694	0.73504	0.998232	15522	2	0.19193
PFN4	6	0.12022	0.28603	0.997916	5967	2	-0.073051	0.58697	0.73505	0.998232	15523	2	-0.073051
C8B	6	0.47073	0.65451	0.997916	13826	1	-0.026019	0.58699	0.73507	0.998232	15524	1	-0.026019
FAM129A	6	0.088753	0.22531	0.997916	4695	4	-0.19067	0.58706	0.73512	0.998232	15525	2	-0.19067
FOXE3	6	0.20434	0.39675	0.997916	8323	3	-0.17825	0.58708	0.73513	0.998232	15526	2	-0.17825
TIGD1	6	0.13806	0.31559	0.997916	6586	2	0.021997	0.58711	0.73515	0.998232	15527	2	0.021997
CDCA4	6	0.37514	0.59243	0.997916	12348	2	0.05362	0.58712	0.73516	0.998232	15528	2	0.05362
ANKHD1	6	0.023622	0.083625	0.995548	1734	4	-0.39288	0.58713	0.73516	0.998232	15529	1	-0.39288
LIN54	6	0.036349	0.115	0.995548	2407	3	-0.17754	0.58716	0.73519	0.998232	15530	2	-0.17754
CENPV	6	0.32875	0.5411	0.997916	11284	3	0.010919	0.58718	0.7352	0.998232	15531	2	0.010919
HPGDS	6	0.98194	0.98211	0.999851	21299	0	0.19603	0.58722	0.73522	0.998232	15532	2	0.19603
BAGE2	6	0.16607	0.3504	0.997916	7339	3	-0.015162	0.5874	0.73535	0.998232	15533	2	-0.015162
KRT73	6	0.14408	0.32317	0.997916	6769	3	-0.021307	0.58741	0.73537	0.998232	15534	2	-0.021307
TSGA10	6	0.19038	0.37988	0.997916	7964	3	-0.11351	0.58752	0.73544	0.998232	15535	2	-0.11351
ZNF568	6	0.74611	0.83334	0.998497	17771	1	-0.043684	0.58761	0.73549	0.998232	15536	1	-0.043684
SLC6A18	6	0.13993	0.31792	0.997916	6648	3	-0.16627	0.58764	0.73551	0.998232	15537	2	-0.16627
ZNF462	6	0.33986	0.55349	0.997916	11551	3	-0.043727	0.58775	0.73559	0.998232	15538	2	-0.043727
NonTargetingControlGuideForHuman_0475	2	0.58345	0.58365	0.997916	15489	1	-0.025737	0.58784	0.58809	0.998232	15539	1	-0.025737
KRTAP4-1	6	0.48918	0.66652	0.997916	14095	2	0.020202	0.58785	0.73566	0.998232	15540	2	0.020202
ADAP1	6	0.29137	0.49859	0.997916	10390	3	-0.067443	0.58791	0.7357	0.998232	15541	2	-0.067443
PKIA	6	0.051834	0.14916	0.995548	3137	4	-0.24185	0.58797	0.73574	0.998232	15542	1	-0.24185
CD2	6	0.0037079	0.016636	0.990781	324	3	-0.38725	0.58804	0.73579	0.998232	15543	2	-0.38725
TMEM160	6	0.69702	0.8146	0.997916	17291	2	0.080471	0.58808	0.73582	0.998232	15544	2	0.080471
hsa-mir-6850	4	0.5894	0.66623	0.997916	15562	1	0.055271	0.58812	0.66984	0.998232	15545	1	0.055271
ETF1	6	0.011676	0.0448	0.990781	909	1	-0.027182	0.58814	0.73587	0.998232	15546	2	-0.027182
PLK5	6	0.88834	0.89749	0.99876	19417	1	0.11578	0.58821	0.73591	0.998232	15547	2	0.11578
KLHL33	6	0.071951	0.19143	0.997916	4009	4	-0.37939	0.58842	0.73606	0.998232	15548	1	-0.37939
RPGRIP1L	6	0.63098	0.76473	0.997916	16182	2	0.011579	0.58848	0.7361	0.998232	15549	2	0.011579
IL5RA	6	0.13006	0.30436	0.997916	6352	3	-0.20167	0.58851	0.73612	0.998232	15550	2	-0.20167
NonTargetingControlGuideForHuman_0447	2	0.15809	0.23644	0.997916	7127	1	-0.28758	0.58855	0.58881	0.998232	15551	1	-0.28758
ZNF317	6	0.0042523	0.018635	0.990781	363	4	-0.14711	0.5887	0.73625	0.998232	15552	1	-0.14711
FGF7	6	0.023539	0.083359	0.995548	1725	3	-0.11787	0.58882	0.73632	0.998232	15553	2	-0.11787
RAD17	6	0.20691	0.3998	0.997916	8403	2	-0.047274	0.58886	0.73634	0.998232	15554	2	-0.047274
AIM1	5	0.16544	0.32666	0.997916	7320	3	-0.1784	0.58888	0.72648	0.998232	15555	1	-0.1784
APOL3	6	0.074853	0.19736	0.997916	4127	2	0.040547	0.58895	0.73642	0.998232	15556	2	0.040547
C17orf85	6	0.88792	0.89723	0.99876	19412	1	0.14196	0.58906	0.73649	0.998232	15557	2	0.14196
CCL22	6	0.91847	0.91991	0.99876	19936	1	-0.034861	0.58915	0.73656	0.998232	15558	1	-0.034861
FBXL13	6	0.25427	0.45559	0.997916	9530	3	-0.069474	0.58919	0.73659	0.998232	15559	2	-0.069474
hsa-mir-8061	4	0.35453	0.50082	0.997916	11901	1	0.11545	0.5892	0.67035	0.998232	15560	1	0.11545
OR10T2	6	0.23375	0.43145	0.997916	9048	2	0.048176	0.58923	0.73661	0.998232	15561	2	0.048176
DOC2A	6	0.28721	0.49377	0.997916	10291	3	-0.13181	0.5893	0.73666	0.998232	15562	1	-0.13181
EIF2B3	6	0.48443	0.66339	0.997916	14036	2	0.10026	0.5893	0.73666	0.998232	15563	2	0.10026
ASAH2B	6	0.62936	0.76355	0.997916	16161	2	0.052816	0.58932	0.73667	0.998232	15564	2	0.052816
NonTargetingControlGuideForHuman_0159	2	0.2429	0.29721	0.997916	9264	1	-0.034486	0.58937	0.58962	0.998232	15565	1	-0.034486
DDX21	6	0.0028614	0.013499	0.990781	260	3	-0.22612	0.58938	0.73672	0.998232	15566	2	-0.22612
NonTargetingControlGuideForHuman_0674	2	0.78746	0.78714	0.997916	18177	0	0.094975	0.58939	0.58964	0.998232	15567	1	0.094975
NonTargetingControlGuideForHuman_0978	2	0.83444	0.83435	0.998497	18709	0	0.094408	0.58956	0.58981	0.998232	15568	1	0.094408
ITGB1BP1	6	0.15561	0.33743	0.997916	7067	3	-0.025762	0.58976	0.73698	0.998232	15569	2	-0.025762
MCL1	6	0.552	0.70876	0.997916	15007	2	0.048075	0.58979	0.73701	0.998232	15570	2	0.048075
EIF4A2	6	0.28505	0.49126	0.997916	10248	2	-0.091254	0.58983	0.73704	0.998232	15571	2	-0.091254
C3orf37	6	0.635	0.76769	0.997916	16248	2	-0.054655	0.58985	0.73705	0.998232	15572	2	-0.054655
RRM2B	6	0.0027123	0.012975	0.990781	250	4	-0.38026	0.58996	0.73713	0.998232	15573	1	-0.38026
SNIP1	6	0.62401	0.75971	0.997916	16082	1	0.16102	0.59001	0.73717	0.998232	15574	2	0.16102
SSTR3	6	0.051279	0.14795	0.995548	3110	3	-0.28714	0.59002	0.73719	0.998232	15575	2	-0.28714
ARID1B	6	0.3733	0.5904	0.997916	12300	2	0.23603	0.5901	0.73723	0.998232	15576	2	0.23603
ZWINT	6	0.25171	0.45246	0.997916	9470	3	-0.1551	0.59025	0.73734	0.998232	15577	1	-0.1551
SFI1	6	0.6447	0.77487	0.997916	16403	2	-0.096808	0.59034	0.73741	0.998232	15578	2	-0.096808
COL12A1	6	0.28365	0.48962	0.997916	10215	3	-0.11875	0.59039	0.73745	0.998232	15579	1	-0.11875
CA9	6	0.83704	0.86899	0.99876	18740	1	0.044442	0.59047	0.7375	0.998232	15580	2	0.044442
KCNK1	6	0.41402	0.61851	0.997916	12957	2	0.11256	0.59047	0.7375	0.998232	15581	2	0.11256
ERAP2	6	0.66884	0.79302	0.997916	16819	2	0.06344	0.59053	0.73755	0.998232	15582	1	0.06344
WDYHV1	6	0.12224	0.28977	0.997916	6043	3	-0.10742	0.59054	0.73756	0.998232	15583	2	-0.10742
SNX24	6	0.40568	0.61333	0.997916	12834	1	0.059348	0.59056	0.73758	0.998232	15584	2	0.059348
DUS2L	3	0.49489	0.54766	0.997916	14166	1	0.011094	0.59058	0.6153	0.998232	15585	1	0.011094
FPGS	6	0.17887	0.36592	0.997916	7681	2	0.13281	0.59066	0.73765	0.998232	15586	2	0.13281
ADCK5	6	0.28369	0.48968	0.997916	10217	2	0.028081	0.5907	0.73767	0.998232	15587	2	0.028081
ECE1	6	0.045272	0.13488	0.995548	2800	3	-0.18248	0.59075	0.73771	0.998232	15588	2	-0.18248
C1QA	6	0.0055123	0.02324	0.990781	455	3	-0.36072	0.59079	0.73774	0.998232	15589	2	-0.36072
PCDHGB4	2	0.57544	0.57578	0.997916	15372	1	0.0023674	0.59079	0.59102	0.998232	15590	1	0.0023674
NOP58	6	0.048568	0.14202	0.995548	2969	3	-0.071319	0.5908	0.73775	0.998232	15591	2	-0.071319
AP2B1	6	0.19641	0.38715	0.997916	8128	3	-0.15232	0.59086	0.73779	0.998232	15592	1	-0.15232
DBNL	6	0.15529	0.33703	0.997916	7060	2	0.037453	0.59093	0.73785	0.998232	15593	2	0.037453
hsa-mir-1185-2	1	0.409	0.40918	0.997916	12884	0	-0.10956	0.591	0.59071	0.998232	15594	0	-0.10956
NonTargetingControlGuideForHuman_0754	2	0.82821	0.82804	0.997951	18625	0	0.15187	0.59101	0.59123	0.998232	15595	1	0.15187
AFF1	6	0.9688	0.9688	0.999813	21019	0	0.043958	0.59105	0.73794	0.998232	15596	2	0.043958
YDJC	6	0.19054	0.38008	0.997916	7965	3	-0.015324	0.59116	0.73802	0.998232	15597	2	-0.015324
DVL3	6	0.027992	0.095821	0.995548	1974	1	0.0016329	0.59121	0.73806	0.998232	15598	2	0.0016329
PITPNM2	6	0.004302	0.018829	0.990781	367	3	-0.20076	0.59128	0.7381	0.998232	15599	2	-0.20076
ORAI3	6	0.64384	0.77422	0.997916	16390	2	-0.069063	0.59143	0.7382	0.998232	15600	2	-0.069063
CLTB	6	0.089212	0.22624	0.997916	4722	3	-0.20216	0.59144	0.73821	0.998232	15601	2	-0.20216
PLA2G4C	6	0.051974	0.14948	0.995548	3144	2	0.079855	0.59146	0.73822	0.998232	15602	2	0.079855
RPF1	5	0.04251	0.12225	0.995548	2669	4	-0.19153	0.59146	0.72876	0.998232	15603	1	-0.19153
EMR2	6	0.13724	0.31453	0.997916	6558	3	-0.25176	0.5915	0.73825	0.998232	15604	1	-0.25176
OR10H1	6	0.027658	0.095042	0.995548	1957	3	-0.14367	0.59155	0.73828	0.998232	15605	2	-0.14367
LOC100130705	6	0.27653	0.48152	0.997916	10038	3	-0.17871	0.59158	0.7383	0.998232	15606	2	-0.17871
RGS7BP	6	0.25384	0.45506	0.997916	9520	3	-0.031138	0.59166	0.73834	0.998232	15607	2	-0.031138
GSX1	6	0.064726	0.17653	0.997916	3694	3	-0.28942	0.59174	0.7384	0.998232	15608	2	-0.28942
CPA6	6	0.43768	0.63337	0.997916	13321	2	-0.08384	0.59183	0.73847	0.998232	15609	1	-0.08384
PSTPIP2	6	0.017881	0.065196	0.990781	1350	4	-0.24315	0.59185	0.73849	0.998232	15610	1	-0.24315
UBE2U	6	0.3708	0.58769	0.997916	12238	2	0.029309	0.59204	0.73862	0.998232	15611	2	0.029309
P2RY10	6	0.12754	0.29965	0.997916	6242	3	-0.061821	0.59206	0.73863	0.998232	15612	2	-0.061821
ANKRD34A	6	0.4574	0.64595	0.997916	13626	2	-0.0036981	0.59214	0.73869	0.998232	15613	2	-0.0036981
TMOD2	6	0.55336	0.70971	0.997916	15025	2	0.02234	0.59215	0.7387	0.998232	15614	2	0.02234
hsa-mir-3137	3	0.66812	0.67384	0.997916	16807	1	0.045222	0.59218	0.61645	0.998232	15615	1	0.045222
hsa-mir-382	3	0.90141	0.90147	0.99876	19615	0	0.11405	0.59226	0.61652	0.998232	15616	1	0.11405
CAPN2	6	0.2278	0.42448	0.997916	8901	2	0.03898	0.59235	0.73883	0.998232	15617	2	0.03898
DYNLL1	6	0.057087	0.16047	0.997916	3345	3	-0.56557	0.59244	0.7389	0.998232	15618	1	-0.56557
hsa-mir-6879	4	0.078506	0.1763	0.997916	4276	1	0.19217	0.5925	0.67204	0.998232	15619	1	0.19217
FOLR2	6	0.25119	0.45183	0.997916	9460	2	0.15771	0.59251	0.73895	0.998232	15620	2	0.15771
hsa-mir-141	4	0.41459	0.56146	0.997916	12969	2	-0.088391	0.59265	0.67211	0.998232	15621	1	-0.088391
C17orf100	6	0.77386	0.84294	0.99876	18036	1	0.02327	0.59273	0.73909	0.998232	15622	1	0.02327
IMPACT	6	0.051806	0.1491	0.995548	3132	3	-0.44443	0.59281	0.73914	0.998232	15623	2	-0.44443
hsa-mir-203a	3	0.59756	0.61833	0.997916	15696	1	-0.069423	0.59282	0.61693	0.998232	15624	1	-0.069423
NOG	6	0.27702	0.48206	0.997916	10048	3	-0.093054	0.59282	0.73915	0.998232	15625	1	-0.093054
ARHGEF15	6	0.93201	0.93225	0.99876	20221	1	0.024628	0.59284	0.73916	0.998232	15626	2	0.024628
USP1	6	0.38627	0.60135	0.997916	12560	2	0.068863	0.59288	0.73919	0.998232	15627	2	0.068863
NonTargetingControlGuideForHuman_0964	2	0.73891	0.73887	0.997916	17693	0	0.0962	0.59299	0.59315	0.998232	15628	1	0.0962
TAB1	6	0.011152	0.043035	0.990781	875	4	-0.69447	0.593	0.73927	0.998232	15629	2	-0.69447
PRR20A	6	0.90224	0.90713	0.99876	19634	1	0.0044528	0.59301	0.73928	0.998232	15630	2	0.0044528
APBA3	6	0.60626	0.7468	0.997916	15826	2	0.11538	0.59308	0.73933	0.998232	15631	2	0.11538
LOC646498	1	0.40686	0.40707	0.997916	12850	0	-0.16841	0.59314	0.59286	0.998232	15632	0	-0.16841
CCL26	6	0.77189	0.84224	0.99876	18008	1	0.049877	0.59314	0.73937	0.998232	15633	2	0.049877
CCDC179	6	0.03353	0.10859	0.995548	2269	3	-0.11197	0.59318	0.73939	0.998232	15634	2	-0.11197
HBZ	6	0.0015874	0.0079829	0.990781	151	4	-0.70218	0.59324	0.73944	0.998232	15635	1	-0.70218
DCTN6	6	0.17985	0.36715	0.997916	7704	2	-0.035218	0.5933	0.73948	0.998232	15636	2	-0.035218
STAC3	6	0.12074	0.28698	0.997916	5988	4	-0.26961	0.59334	0.7395	0.998232	15637	2	-0.26961
UGT2B7	6	0.49847	0.67262	0.997916	14218	2	-0.029064	0.59343	0.73957	0.998232	15638	1	-0.029064
COPG2	6	0.22673	0.42319	0.997916	8875	2	0.1167	0.59355	0.73965	0.998232	15639	2	0.1167
SATB2	6	0.2007	0.39237	0.997916	8231	2	-0.081567	0.59355	0.73965	0.998232	15640	1	-0.081567
PLAC9	6	0.67923	0.80091	0.997916	16982	1	0.073953	0.59364	0.73971	0.998232	15641	2	0.073953
MMD2	6	0.012694	0.04823	0.990781	985	4	-0.46232	0.59366	0.73973	0.998232	15642	2	-0.46232
SPANXN4	6	0.25871	0.46084	0.997916	9630	3	-0.32947	0.59369	0.73975	0.998232	15643	2	-0.32947
NonTargetingControlGuideForHuman_0242	2	0.11137	0.18744	0.997916	5644	1	-0.23176	0.59371	0.59382	0.998232	15644	1	-0.23176
TSHZ1	6	0.6237	0.75949	0.997916	16072	2	0.0037583	0.59375	0.73979	0.998232	15645	2	0.0037583
NonTargetingControlGuideForHuman_0501	2	0.36194	0.38802	0.997916	12051	1	-0.051041	0.59385	0.59397	0.998232	15646	1	-0.051041
NonTargetingControlGuideForHuman_0829	2	0.31022	0.34768	0.997916	10817	1	-0.10393	0.59386	0.59398	0.998232	15647	1	-0.10393
PEX3	6	0.026781	0.093006	0.995548	1913	4	-0.24588	0.59392	0.73992	0.998232	15648	2	-0.24588
NonTargetingControlGuideForHuman_0640	2	0.82465	0.82447	0.997916	18578	0	0.083025	0.59394	0.59406	0.998232	15649	1	0.083025
SNCG	6	0.72736	0.82733	0.997951	17610	1	0.12579	0.59401	0.73998	0.998232	15650	2	0.12579
ACOX3	6	0.015847	0.058587	0.990781	1203	4	-0.32413	0.59402	0.73999	0.998232	15651	2	-0.32413
PDHB	6	0.059194	0.16492	0.997916	3441	3	-0.19154	0.59406	0.74002	0.998232	15652	2	-0.19154
FBN1	6	0.21925	0.41427	0.997916	8690	2	-0.0079039	0.59412	0.74006	0.998232	15653	2	-0.0079039
SMIM11	6	0.94886	0.94898	0.99876	20600	0	-0.0071555	0.59414	0.74008	0.998232	15654	1	-0.0071555
SYT12	6	0.36333	0.57948	0.997916	12077	3	-0.13765	0.59416	0.74009	0.998232	15655	1	-0.13765
NAA50	6	0.15189	0.33281	0.997916	6980	3	-0.11996	0.59425	0.74016	0.998232	15656	2	-0.11996
DCTD	6	0.14862	0.32874	0.997916	6895	3	-0.034864	0.59435	0.74022	0.998232	15657	1	-0.034864
NAP1L5	6	0.22197	0.41751	0.997916	8747	2	0.032491	0.59442	0.74027	0.998232	15658	2	0.032491
hsa-mir-4691	4	0.26901	0.41449	0.997916	9880	2	-0.29602	0.59442	0.67298	0.998232	15659	1	-0.29602
hsa-mir-98	4	0.060633	0.14263	0.995548	3498	1	0.002745	0.59454	0.67305	0.998232	15660	1	0.002745
TMPO	6	0.5581	0.71293	0.997916	15111	1	0.026853	0.59455	0.74037	0.998232	15661	2	0.026853
EFNA5	6	0.36388	0.58011	0.997916	12086	3	-0.090421	0.59458	0.74039	0.998232	15662	2	-0.090421
NonTargetingControlGuideForHuman_0781	2	0.86384	0.86392	0.99876	19056	0	0.17977	0.59459	0.59474	0.998232	15663	1	0.17977
hsa-mir-4323	4	0.11883	0.24829	0.997916	5919	3	-0.23123	0.59459	0.67307	0.998232	15664	1	-0.23123
C16orf71	6	0.41546	0.6194	0.997916	12983	2	0.012375	0.59466	0.74044	0.998232	15665	2	0.012375
PSMD4	6	0.10844	0.26372	0.997916	5525	4	-0.32839	0.5947	0.74046	0.998232	15666	2	-0.32839
hsa-mir-337	4	0.71593	0.73918	0.997916	17505	1	0.02381	0.59481	0.67319	0.998232	15667	1	0.02381
C17orf80	6	0.13104	0.30618	0.997916	6387	2	-0.065458	0.59494	0.74063	0.998232	15668	1	-0.065458
DNAH7	6	0.025801	0.090306	0.995548	1859	3	-0.25503	0.59496	0.74064	0.998232	15669	2	-0.25503
C11orf91	6	0.054814	0.15556	0.997916	3263	3	-0.19991	0.59498	0.74065	0.998232	15670	2	-0.19991
ALOX15	6	0.022464	0.079903	0.995548	1665	3	-0.2594	0.59503	0.7407	0.998232	15671	1	-0.2594
PYURF	6	0.18116	0.36873	0.997916	7742	3	0.044852	0.59507	0.74072	0.998232	15672	2	0.044852
HIST2H3A	6	0.0077989	0.031486	0.990781	614	5	-0.60657	0.59509	0.74074	0.998232	15673	1	-0.60657
C9orf47	6	0.59714	0.74032	0.997916	15686	2	-0.0022793	0.59514	0.74077	0.998232	15674	2	-0.0022793
HLF	6	0.072675	0.19289	0.997916	4037	3	-0.1886	0.59517	0.74079	0.998232	15675	2	-0.1886
hsa-mir-4688	4	0.063868	0.14881	0.995548	3654	3	-0.47073	0.59521	0.67339	0.998232	15676	1	-0.47073
TUFT1	6	0.23968	0.43839	0.997916	9181	3	-0.14384	0.59523	0.74084	0.998232	15677	2	-0.14384
SYNPO2L	6	0.061146	0.16906	0.997916	3525	3	-0.34466	0.59529	0.74089	0.998232	15678	2	-0.34466
CPA2	6	0.090478	0.22876	0.997916	4768	2	0.044827	0.59531	0.7409	0.998232	15679	2	0.044827
IFIH1	6	0.10418	0.25558	0.997916	5340	4	-0.35874	0.59534	0.74092	0.998232	15680	1	-0.35874
USP36	6	0.31197	0.52213	0.997916	10858	3	-0.17678	0.59545	0.741	0.998232	15681	2	-0.17678
CCL24	5	0.25594	0.45224	0.997916	9568	2	0.076887	0.59557	0.73233	0.998232	15682	1	0.076887
ZNF805	6	0.1638	0.34763	0.997916	7281	1	0.095826	0.59566	0.74116	0.998232	15683	2	0.095826
hsa-mir-1304	4	0.34779	0.49396	0.997916	11744	2	-0.067051	0.59575	0.67367	0.998232	15684	1	-0.067051
IPO7	6	0.83828	0.8696	0.99876	18756	1	0.0091758	0.59588	0.74131	0.998232	15685	2	0.0091758
SUN1	6	0.3994	0.60942	0.997916	12750	2	-0.0184	0.59596	0.74137	0.998232	15686	2	-0.0184
KANK3	6	0.34768	0.56222	0.997916	11738	3	-0.15027	0.59606	0.74143	0.998232	15687	1	-0.15027
FAM69B	6	0.12774	0.30004	0.997916	6248	4	-0.23721	0.59611	0.74146	0.998232	15688	1	-0.23721
SOLH	6	0.17753	0.36432	0.997916	7639	2	-0.16149	0.59667	0.74184	0.998232	15689	2	-0.16149
BZW2	6	0.45781	0.64623	0.997916	13631	2	-0.078389	0.59679	0.74193	0.998232	15690	2	-0.078389
ZNF408	6	0.22858	0.42538	0.997916	8919	3	-0.15278	0.59684	0.74196	0.998232	15691	2	-0.15278
SSBP3	6	0.58489	0.73159	0.997916	15502	2	0.06655	0.59688	0.74199	0.998232	15692	2	0.06655
SNX4	6	0.1703	0.35556	0.997916	7432	2	0.0084894	0.59695	0.74203	0.998232	15693	2	0.0084894
PCDHGA2	2	0.71993	0.71984	0.997916	17538	0	0.052382	0.59698	0.59709	0.998232	15694	1	0.052382
LNPEP	6	0.21321	0.40724	0.997916	8547	3	-0.21142	0.59699	0.74205	0.998232	15695	2	-0.21142
RALA	6	0.34458	0.55876	0.997916	11675	3	-0.08977	0.59702	0.74208	0.998232	15696	2	-0.08977
LINGO2	6	0.031863	0.10479	0.995548	2184	4	-0.24876	0.59704	0.74209	0.998232	15697	1	-0.24876
RIPPLY1	6	0.030083	0.10068	0.995548	2096	2	-0.090736	0.59721	0.7422	0.998232	15698	1	-0.090736
CHRNA6	5	0.5161	0.66337	0.997916	14482	2	-0.077665	0.59725	0.73382	0.998232	15699	1	-0.077665
MRE11A	6	0.091041	0.22988	0.997916	4793	4	-0.26827	0.59727	0.74224	0.998232	15700	2	-0.26827
WDR83OS	6	0.21927	0.4143	0.997916	8691	3	-0.21978	0.59739	0.74233	0.998232	15701	2	-0.21978
CCDC101	6	0.20631	0.39907	0.997916	8388	3	-0.10905	0.59743	0.74235	0.998232	15702	2	-0.10905
CNEP1R1	6	0.4079	0.61471	0.997916	12866	1	-0.0014117	0.59751	0.74241	0.998232	15703	2	-0.0014117
APOBEC4	6	0.92437	0.92508	0.99876	20055	1	0.0065887	0.59755	0.74244	0.998232	15704	2	0.0065887
NRG3	6	0.22476	0.42081	0.997916	8823	3	-0.10676	0.59781	0.74262	0.998232	15705	1	-0.10676
CRELD2	6	0.080964	0.20963	0.997916	4389	3	-0.50724	0.59788	0.74268	0.998232	15706	1	-0.50724
PCDHGA7	2	0.84211	0.84208	0.99876	18794	0	0.14292	0.59789	0.59801	0.998232	15707	1	0.14292
C15orf38-AP3S2	4	0.39125	0.53793	0.997916	12632	1	0.01663	0.5979	0.67476	0.998232	15708	1	0.01663
CNKSR3	6	0.41886	0.62155	0.997916	13042	2	-0.049297	0.59793	0.74271	0.998232	15709	2	-0.049297
TAF13	6	0.018566	0.067408	0.990781	1400	4	-0.46745	0.59813	0.74284	0.998232	15710	2	-0.46745
SYNGR2	6	0.30247	0.51126	0.997916	10644	3	-0.16339	0.59816	0.74287	0.998232	15711	2	-0.16339
CKLF-CMTM1	6	0.071122	0.18972	0.997916	3976	4	-0.24349	0.59816	0.74287	0.998232	15712	1	-0.24349
WDR43	6	0.01692	0.062063	0.990781	1284	3	-0.28693	0.59821	0.7429	0.998232	15713	1	-0.28693
VASH2	6	0.50005	0.67366	0.997916	14242	2	0.0085213	0.59822	0.7429	0.998232	15714	2	0.0085213
